,Type,Date,Ship Date,Deliv Date,Terms,Due Date,Num,P. O. #,Name,Qty,Invoiced,Backordered,Amount,Item,Rep,Open Balance,Inventory Site
Inventory,,,,,,,,,,,,,,,,,
Accessory,,,,,,,,,,,,,,,,,
mPCIe-COM-2RS232-X203,,,,,,,,,,,,,,,,,
,Sales Order,08/14/2025,10/10/2025,,Net 30,09/13/2025,SO-20251162,454361,Navico Group Americas LLC,1,0,1,60,Expansion-Module:mPCIe-COM-2RS232-X203,A689,60,WH01S-NTA
,Sales Order,09/30/2025,09/30/2025,,Net 30,10/30/2025,SO-20251390,455802,Navico Group Americas LLC,1,0,1,60,Expansion-Module:mPCIe-COM-2RS232-X203,A689,60,WH01S-NTA
Total mPCIe-COM-2RS232-X203,,,,,,,,,,2,0,2,120,,,120,
mPCIe-COM-2RS422/485-X202,,,,,,,,,,,,,,,,,
,Sales Order,08/12/2025,10/15/2025,,Prepay,08/12/2025,SO-20251145,7274,Near Earth Autonomy,1,0,1,78,Expansion-Module:mPCIe-COM-2RS422/485-X202,A702,78,WH01S-NTA
,Sales Order,08/19/2025,11/07/2025,,Prepay,08/19/2025,SO-20251174,7291,Near Earth Autonomy,2,0,2,156,Expansion-Module:mPCIe-COM-2RS422/485-X202,A702,156,WH01S-NTA
Total mPCIe-COM-2RS422/485-X202,,,,,,,,,,3,0,3,234,,,234,
mPCIe-COM-4RS232/422/485-X404,,,,,,,,,,,,,,,,,
,Sales Order,09/03/2025,10/31/2025,,Net 30,10/03/2025,SO-20251248,PO-0138392,Carnegie Robotics LLC,3,0,3,687,Expansion-Module:mPCIe-COM-4RS232/422/485-X404,A702,687,WH01S-NTA
Total mPCIe-COM-4RS232/422/485-X404,,,,,,,,,,3,0,3,687,,,687,
mPCIeHS-BTWifi-USBWT-6202,,,,,,,,,,,,,,,,,
,Sales Order,07/22/2025,09/11/2025,,Net 30,08/21/2025,SO-20251027,83150,MEDATech Engineering Services Ltd.,4,0,4,120,Expansion-Module:mPCIeHS-BTWifi-USBWT-6202,A702,120,WH01S-NTA
Total mPCIeHS-BTWifi-USBWT-6202,,,,,,,,,,4,0,4,120,,,120,
mPCIeHS-BTWifi-WT-6218,,,,,,,,,,,,,,,,,
,Sales Order,09/04/2025,10/14/2025,,Net 30,10/04/2025,SO-20251253,PO4056,"Seafloor Systems, Inc.",8,0,8,240,Expansion-Module:mPCIeHS-BTWifi-WT-6218,A800,240,WH01S-NTA
,Sales Order,09/11/2025,10/03/2025,,Prepay,09/11/2025,SO-20251298,N091125,Ball Horticultural Company,3,0,3,90,Expansion-Module:mPCIeHS-BTWifi-WT-6218,A689,90,WH01S-NTA
,Sales Order,09/22/2025,12/19/2025,,Prepay,09/22/2025,SO-20251341,PO51658,"Graftek Imaging, Inc.",1,0,1,30,Expansion-Module:mPCIeHS-BTWifi-WT-6218,A689,30,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251366,PO070225,"FireFly Automatix, Inc.",6,0,6,180,Expansion-Module:mPCIeHS-BTWifi-WT-6218,A802,180,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251391,QTD_IES_2508263,Intelligent Energy Systems,2,0,2,60,Expansion-Module:mPCIeHS-BTWifi-WT-6218,A800,60,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251400,4017695,F.K. MACHINERY LTD.,1,0,1,30,Expansion-Module:mPCIeHS-BTWifi-WT-6218,A702,30,WH01S-NTA
Total mPCIeHS-BTWifi-WT-6218,,,,,,,,,,21,0,21,630,,,630,
mPCIeHS-WiFi-121N,,,,,,,,,,,,,,,,,
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,2,0,2,80,Expansion-Module:mPCIeHS-WiFi-121N,A800,80,WH01S-NTA
,Sales Order,03/05/2025,06/24/2026,,Net 30,04/04/2025,SO-20250330,PO208679,Noah Medical U.S.,5,0,5,200,Expansion-Module:mPCIeHS-WiFi-121N,A800,200,WH01S-NTA
,Sales Order,03/05/2025,08/25/2026,,Net 30,04/04/2025,SO-20250331,PO208679,Noah Medical U.S.,5,0,5,200,Expansion-Module:mPCIeHS-WiFi-121N,A800,200,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250332,PO208679,Noah Medical U.S.,1,0,1,40,Expansion-Module:mPCIeHS-WiFi-121N,A800,40,WH01S-NTA
,Sales Order,03/05/2025,10/24/2025,,Net 30,04/04/2025,SO-20250326,PO208679,Noah Medical U.S.,5,0,5,200,Expansion-Module:mPCIeHS-WiFi-121N,A800,200,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250327,PO208679,Noah Medical U.S.,5,0,5,200,Expansion-Module:mPCIeHS-WiFi-121N,A800,200,WH01S-NTA
,Sales Order,03/05/2025,02/20/2026,,Net 30,04/04/2025,SO-20250328,PO208679,Noah Medical U.S.,5,0,5,200,Expansion-Module:mPCIeHS-WiFi-121N,A800,200,WH01S-NTA
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,3,0,3,120,Expansion-Module:mPCIeHS-WiFi-121N,A800,120,WH01S-NTA
,Sales Order,09/12/2025,10/24/2025,,Prepay,09/12/2025,SO-20251306,PO-036318,ADVANCED TECH & RESEARCH,3,0,3,120,Expansion-Module:mPCIeHS-WiFi-121N,A777,120,WH01S-NTA
Total mPCIeHS-WiFi-121N,,,,,,,,,,34,0,34,1360,,,1360,
Total Expansion-Module,,,,,,,,,,506,0,506,46001,,,46001,
Expansion-PCIe,,,,,,,,,,,,,,,,,
Cbl-RAID-9540-4i,,,,,,,,,,,,,,,,,
,Sales Order,08/15/2025,10/23/2025,,Prepay,08/15/2025,SO-20251167,PO5382,"Dexterity, Inc.",1,0,1,30,Expansion-PCIe:Cbl-RAID-9540-4i,A800,30,WH01S-NTA
Total Cbl-RAID-9540-4i,,,,,,,,,,1,0,1,30,,,30,
mPCIe-CAN-IPEH-3049,,,,,,,,,,,,,,,,,
,Sales Order,09/05/2025,10/24/2025,,Net 30,10/05/2025,SO-20251261,1513611,Universit?Laval,1,0,1,485,Expansion-PCIe:mPCIe-CAN-IPEH-3049,A777,485,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251365,L054,ASRC Federal,2,0,2,970,Expansion-PCIe:mPCIe-CAN-IPEH-3049,A702,970,WH01S-NTA
Total mPCIe-CAN-IPEH-3049,,,,,,,,,,3,0,3,1455,,,1455,
mPCIe-CAN-IPEH-4045,,,,,,,,,,,,,,,,,
,Sales Order,07/22/2025,09/11/2025,,Net 30,08/21/2025,SO-20251027,83150,MEDATech Engineering Services Ltd.,4,0,4,1740,Expansion-PCIe:mPCIe-CAN-IPEH-4045,A702,1740,WH01S-NTA
Total mPCIe-CAN-IPEH-4045,,,,,,,,,,4,0,4,1740,,,1740,
mPCIe-CAN-IPEH-4047,,,,,,,,,,,,,,,,,
,Sales Order,08/15/2025,10/03/2025,,Net 30,09/14/2025,SO-20251166,PO-0138172,Carnegie Robotics LLC,2,0,2,1220,Expansion-PCIe:mPCIe-CAN-IPEH-4047,A702,1220,WH01S-NTA
,Sales Order,09/04/2025,10/02/2025,,Prepay,09/04/2025,SO-20251257,DB02927,"Leidos, Inc. (MS)",1,0,1,610,Expansion-PCIe:mPCIe-CAN-IPEH-4047,A689,610,WH01S-NTA
,Sales Order,09/30/2025,09/30/2025,,Net 30,10/30/2025,SO-20251390,455802,Navico Group Americas LLC,1,0,1,575,Expansion-PCIe:mPCIe-CAN-IPEH-4047,A689,575,WH01S-NTA
Total mPCIe-CAN-IPEH-4047,,,,,,,,,,4,0,4,2405,,,2405,
mPCIe-DIO-0D01,,,,,,,,,,,,,,,,,
,Sales Order,07/24/2025,10/14/2025,,Prepay,07/24/2025,SO-20251053,4500046624,Rheinmetall Canada Inc.,1,0,1,70,Expansion-PCIe:mPCIe-DIO-0D01,A702,70,WH01S-NTA
,Sales Order,08/12/2025,10/15/2025,,Prepay,08/12/2025,SO-20251145,7274,Near Earth Autonomy,1,0,1,69,Expansion-PCIe:mPCIe-DIO-0D01,A702,69,WH01S-NTA
,Sales Order,08/18/2025,10/08/2025,,Prepay,08/18/2025,SO-20251172,QTD_CTA_2508132,Centre de technologies avanc嶪s BRP- CTA,1,0,1,70,Expansion-PCIe:mPCIe-DIO-0D01,A702,70,WH01S-NTA
,Sales Order,08/19/2025,11/07/2025,,Prepay,08/19/2025,SO-20251174,7291,Near Earth Autonomy,2,0,2,138,Expansion-PCIe:mPCIe-DIO-0D01,A702,138,WH01S-NTA
Total mPCIe-DIO-0D01,,,,,,,,,,5,0,5,347,,,347,
PCIe-AIO-ML,,,,,,,,,,,,,,,,,
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,4,0,4,2400,Expansion-PCIe:PCIe-AIO-ML,A800,2400,WH01S-NTA
,Sales Order,03/05/2025,06/24/2026,,Net 30,04/04/2025,SO-20250330,PO208679,Noah Medical U.S.,10,0,10,6000,Expansion-PCIe:PCIe-AIO-ML,A800,6000,WH01S-NTA
,Sales Order,03/05/2025,08/25/2026,,Net 30,04/04/2025,SO-20250331,PO208679,Noah Medical U.S.,10,0,10,6000,Expansion-PCIe:PCIe-AIO-ML,A800,6000,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250332,PO208679,Noah Medical U.S.,2,0,2,1200,Expansion-PCIe:PCIe-AIO-ML,A800,1200,WH01S-NTA
,Sales Order,03/05/2025,10/24/2025,,Net 30,04/04/2025,SO-20250326,PO208679,Noah Medical U.S.,10,0,10,6000,Expansion-PCIe:PCIe-AIO-ML,A800,6000,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250327,PO208679,Noah Medical U.S.,10,0,10,6000,Expansion-PCIe:PCIe-AIO-ML,A800,6000,WH01S-NTA
,Sales Order,03/05/2025,02/20/2026,,Net 30,04/04/2025,SO-20250328,PO208679,Noah Medical U.S.,10,0,10,6000,Expansion-PCIe:PCIe-AIO-ML,A800,6000,WH01S-NTA
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,6,0,6,3600,Expansion-PCIe:PCIe-AIO-ML,A800,3600,WH01S-NTA
Total PCIe-AIO-ML,,,,,,,,,,62,0,62,37200,,,37200,
Total Expansion-PCIe,,,,,,,,,,79,0,79,43177,,,43177,
Frame Grabber Card,,,,,,,,,,,,,,,,,
PCIe-10G550X,,,,,,,,,,,,,,,,,
,Sales Order,08/15/2025,10/03/2025,,Net 30,09/14/2025,SO-20251166,PO-0138172,Carnegie Robotics LLC,2,0,2,620,Frame Grabber Card:PCIe-10G550X,A702,620,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251365,L054,ASRC Federal,2,0,2,620,Frame Grabber Card:PCIe-10G550X,A702,620,WH01S-NTA
Total PCIe-10G550X,,,,,,,,,,4,0,4,1240,,,1240,
PCIe-PoE354at-1,,,,,,,,,,,,,,,,,
,Sales Order,06/04/2025,10/01/2025,,Net 30,07/04/2025,SO-20250789,267056,INDUSTRIES MACHINEX INC.,20,0,20,4000,Frame Grabber Card:PCIe-PoE354at-1,A702,4000,WH01S-NTA
,Sales Order,08/15/2025,10/23/2025,,Prepay,08/15/2025,SO-20251167,PO5382,"Dexterity, Inc.",1,0,1,150,Frame Grabber Card:PCIe-PoE354at-1,A800,150,WH01S-NTA
Total PCIe-PoE354at-1,,,,,,,,,,21,0,21,4150,,,4150,
PCIe-PoE425bt,,,,,,,,,,,,,,,,,
,Sales Order,08/27/2025,10/21/2025,,Prepay,08/27/2025,SO-20251227,6100075127,The Timken Company,1,0,1,325,Frame Grabber Card:PCIe-PoE425bt,A702,325,WH01S-NTA
Total PCIe-PoE425bt,,,,,,,,,,1,0,1,325,,,325,
PCIe-USB380,,,,,,,,,,,,,,,,,
,Sales Order,08/15/2025,10/23/2025,,Prepay,08/15/2025,SO-20251167,PO5382,"Dexterity, Inc.",1,0,1,150,Frame Grabber Card:PCIe-USB380,A800,150,WH01S-NTA
Total PCIe-USB380,,,,,,,,,,1,0,1,150,,,150,
PCIe-USB381F,,,,,,,,,,,,,,,,,
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251392,QTD_Greenzie_250924,Greenzie,5,0,5,685,Frame Grabber Card:PCIe-USB381F,A777,685,WH01S-NTA
Total PCIe-USB381F,,,,,,,,,,5,0,5,685,,,685,
Total Frame Grabber Card,,,,,,,,,,32,0,32,6550,,,6550,
GPU Card,,,,,,,,,,,,,,,,,
GC-P2200-Leadtek,,,,,,,,,,,,,,,,,
,Sales Order,09/30/2025,12/31/2025,,Net 30,10/30/2025,SO-20251397,452186,PaR SYSTEMS LLC,1,0,1,570,GPU Card:GC-P2200-Leadtek,A689,570,WH01S-NTA
Total GC-P2200-Leadtek,,,,,,,,,,1,0,1,570,,,570,
GC-QUADRO-P620-PNY,,,,,,,,,,,,,,,,,
,Sales Order,09/03/2025,10/08/2025,,Prepay,09/03/2025,SO-20251251,32539,RIDGELINE ENGINEERING CO.,3,0,3,375,GPU Card:GC-QUADRO-P620-PNY,A800,375,WH01S-NTA
,Sales Order,09/11/2025,10/10/2025,,Prepay,09/11/2025,SO-20251295,32592,RIDGELINE ENGINEERING CO.,1,0,1,125,GPU Card:GC-QUADRO-P620-PNY,A800,125,WH01S-NTA
Total GC-QUADRO-P620-PNY,,,,,,,,,,4,0,4,500,,,500,
GC-RTX2000Ada-Nvidia,,,,,,,,,,,,,,,,,
,Sales Order,09/19/2025,12/31/2025,,Net 30,10/19/2025,SO-20251332,8038,Monteris Medical,35,0,35,32550,GPU Card:GC-RTX2000Ada-Nvidia,A689,32550,WH01S-NTA
Total GC-RTX2000Ada-Nvidia,,,,,,,,,,35,0,35,32550,,,32550,
GC-RTX2000Ada-PNY,,,,,,,,,,,,,,,,,
,Sales Order,08/28/2025,10/21/2025,,Net 30,09/27/2025,SO-20251229,CYNGN-1275,CYNGN INC.,4,0,4,4000,GPU Card:GC-RTX2000Ada-PNY,A800,4000,WH01S-NTA
,Sales Order,08/28/2025,10/21/2025,,Net 30,09/27/2025,SO-20251229,CYNGN-1275,CYNGN INC.,4,0,4,4000,GPU Card:GC-RTX2000Ada-PNY,A800,4000,WH01S-NTA
Total GC-RTX2000Ada-PNY,,,,,,,,,,8,0,8,8000,,,8000,
GC-RTX2000EAda-PNY,,,,,,,,,,,,,,,,,
,Sales Order,09/17/2025,10/15/2025,,Net 30,10/17/2025,SO-20251316,895-1485908HN,SILGAN WHITE CAP LLC,1,0,1,940,GPU Card:GC-RTX2000EAda-PNY,A689,940,WH01S-NTA
Total GC-RTX2000EAda-PNY,,,,,,,,,,1,0,1,940,,,940,
GC-RTX4000SFFAda-PNY,,,,,,,,,,,,,,,,,
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251384,5905,Palladyne AI,8,0,8,15000,GPU Card:GC-RTX4000SFFAda-PNY,A800,15000,WH01S-NTA
Total GC-RTX4000SFFAda-PNY,,,,,,,,,,8,0,8,15000,,,15000,
GC-RTX5070-OC-MSI,,,,,,,,,,,,,,,,,
,Sales Order,09/04/2025,10/02/2025,,Prepay,09/04/2025,SO-20251257,DB02927,"Leidos, Inc. (MS)",1,0,1,985,GPU Card:GC-RTX5070-OC-MSI,A689,985,WH01S-NTA
Total GC-RTX5070-OC-MSI,,,,,,,,,,1,0,1,985,,,985,
GC-RTX6000Ada-PNY,,,,,,,,,,,,,,,,,
,Sales Order,08/15/2025,10/03/2025,,Net 30,09/14/2025,SO-20251166,PO-0138172,Carnegie Robotics LLC,4,0,4,40000,GPU Card:GC-RTX6000Ada-PNY,A702,40000,WH01S-NTA
Total GC-RTX6000Ada-PNY,,,,,,,,,,4,0,4,40000,,,40000,
GC-RTXA2000-12GB-PNY,,,,,,,,,,,,,,,,,
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251400,4017695,F.K. MACHINERY LTD.,1,0,1,1063,GPU Card:GC-RTXA2000-12GB-PNY,A702,1063,WH01S-NTA
Total GC-RTXA2000-12GB-PNY,,,,,,,,,,1,0,1,1063,,,1063,
GC-RTXA4000-LT1,,,,,,,,,,,,,,,,,
,Sales Order,06/04/2025,10/01/2025,,Net 30,07/04/2025,SO-20250789,267056,INDUSTRIES MACHINEX INC.,20,0,20,30000,GPU Card:GC-RTXA4000-LT1,A702,30000,WH01S-NTA
Total GC-RTXA4000-LT1,,,,,,,,,,20,0,20,30000,,,30000,
GC-RTXA4500-PNY,,,,,,,,,,,,,,,,,
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,2,0,2,4000,GPU Card:GC-RTXA4500-PNY,A800,4000,WH01S-NTA
,Sales Order,03/05/2025,06/24/2026,,Net 30,04/04/2025,SO-20250330,PO208679,Noah Medical U.S.,5,0,5,10000,GPU Card:GC-RTXA4500-PNY,A800,10000,WH01S-NTA
,Sales Order,03/05/2025,08/25/2026,,Net 30,04/04/2025,SO-20250331,PO208679,Noah Medical U.S.,5,0,5,10000,GPU Card:GC-RTXA4500-PNY,A800,10000,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250332,PO208679,Noah Medical U.S.,1,0,1,2000,GPU Card:GC-RTXA4500-PNY,A800,2000,WH01S-NTA
,Sales Order,03/05/2025,10/24/2025,,Net 30,04/04/2025,SO-20250326,PO208679,Noah Medical U.S.,5,0,5,10000,GPU Card:GC-RTXA4500-PNY,A800,10000,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250327,PO208679,Noah Medical U.S.,5,0,5,10000,GPU Card:GC-RTXA4500-PNY,A800,10000,WH01S-NTA
,Sales Order,03/05/2025,02/20/2026,,Net 30,04/04/2025,SO-20250328,PO208679,Noah Medical U.S.,5,0,5,10000,GPU Card:GC-RTXA4500-PNY,A800,10000,WH01S-NTA
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,3,0,3,6000,GPU Card:GC-RTXA4500-PNY,A800,6000,WH01S-NTA
Total GC-RTXA4500-PNY,,,,,,,,,,31,0,31,62000,,,62000,
Total GPU Card,,,,,,,,,,114,0,114,191608,,,191608,
LTN Series,,,,,,,,,,,,,,,,,
LTN-452(EA),,,,,,,,,,,,,,,,,
,Sales Order,09/16/2025,10/24/2025,,Net 30,10/16/2025,SO-20251314,46247,"Next Imaging, DBA 1stVision Inc.",2,0,2,524,LTN Series:LTN-452(EA),A702,524,WH01S-NTA
Total LTN-452(EA),,,,,,,,,,2,0,2,524,,,524,
Total LTN Series,,,,,,,,,,2,0,2,524,,,524,
Memory Module,,,,,,,,,,,,,,,,,
DDR3L-4GB-WT18-DL1,,,,,,,,,,,,,,,,,
,Sales Order,07/22/2025,11/21/2025,,Net 30,08/21/2025,SO-20251030,16134,Automated Environments,25,0,25,1000,Memory Module:DDR3L-4GB-WT18-DL1,A689,1000,WH01S-NTA
,Sales Order,07/22/2025,01/30/2026,,Net 30,08/21/2025,SO-20251031,16134,Automated Environments,25,0,25,1000,Memory Module:DDR3L-4GB-WT18-DL1,A689,1000,WH01S-NTA
,Sales Order,07/22/2025,02/27/2026,,Net 30,08/21/2025,SO-20251032,16134,Automated Environments,25,0,25,1000,Memory Module:DDR3L-4GB-WT18-DL1,A689,1000,WH01S-NTA
Total DDR3L-4GB-WT18-DL1,,,,,,,,,,75,0,75,3000,,,3000,
DDR4-16GB-32-SM,,,,,,,,,,,,,,,,,
,Sales Order,05/02/2025,10/03/2025,,Net 30,06/01/2025,SO-20250638,PO064732,"FireFly Automatix, Inc.",10,0,10,760,Memory Module:DDR4-16GB-32-SM,A800,760,WH01S-NTA
,Sales Order,05/02/2025,11/13/2025,,Net 30,06/01/2025,SO-20250639,PO064732,"FireFly Automatix, Inc.",10,0,10,760,Memory Module:DDR4-16GB-32-SM,A800,760,WH01S-NTA
,Sales Order,05/02/2025,12/12/2025,,Net 30,06/01/2025,SO-20250640,PO064732,"FireFly Automatix, Inc.",10,0,10,760,Memory Module:DDR4-16GB-32-SM,A800,760,WH01S-NTA
,Sales Order,05/02/2025,01/13/2026,,Net 30,06/01/2025,SO-20250641,PO064732,"FireFly Automatix, Inc.",10,0,10,760,Memory Module:DDR4-16GB-32-SM,A800,760,WH01S-NTA
,Sales Order,05/02/2025,02/13/2026,,Net 30,06/01/2025,SO-20250642,PO064732,"FireFly Automatix, Inc.",10,0,10,760,Memory Module:DDR4-16GB-32-SM,A800,760,WH01S-NTA
,Sales Order,06/04/2025,10/01/2025,,Net 30,07/04/2025,SO-20250789,267056,INDUSTRIES MACHINEX INC.,40,0,40,3040,Memory Module:DDR4-16GB-32-SM,A702,3040,WH01S-NTA
,Sales Order,08/26/2025,09/30/2025,,Net 30,09/25/2025,SO-20251208,00505553(1),LASERAX INC,2,0,2,204,Memory Module:DDR4-16GB-32-SM,A702,204,WH01S-NTA
,Sales Order,08/27/2025,10/21/2025,,Prepay,08/27/2025,SO-20251227,6100075127,The Timken Company,1,0,1,102,Memory Module:DDR4-16GB-32-SM,A702,102,WH01S-NTA
,Sales Order,09/03/2025,10/08/2025,,Prepay,09/03/2025,SO-20251251,32539,RIDGELINE ENGINEERING CO.,3,0,3,306,Memory Module:DDR4-16GB-32-SM,A800,306,WH01S-NTA
,Sales Order,09/04/2025,10/14/2025,,Net 30,10/04/2025,SO-20251253,PO4056,"Seafloor Systems, Inc.",8,0,8,816,Memory Module:DDR4-16GB-32-SM,A800,816,WH01S-NTA
,Sales Order,09/05/2025,10/24/2025,,Net 30,10/05/2025,SO-20251260,58059,"INFLEXION POINT, LLC",20,0,20,2040,Memory Module:DDR4-16GB-32-SM,A777,2040,WH01S-NTA
,Sales Order,09/11/2025,10/10/2025,,Prepay,09/11/2025,SO-20251295,32592,RIDGELINE ENGINEERING CO.,1,0,1,102,Memory Module:DDR4-16GB-32-SM,A800,102,WH01S-NTA
,Sales Order,09/11/2025,10/03/2025,,Prepay,09/11/2025,SO-20251298,N091125,Ball Horticultural Company,3,0,3,306,Memory Module:DDR4-16GB-32-SM,A689,306,WH01S-NTA
,Sales Order,09/25/2025,12/31/2025,,Net 30,10/25/2025,SO-20251359,505857,LASERAX INC,1,0,1,102,Memory Module:DDR4-16GB-32-SM,A702,102,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 30,10/30/2025,SO-20251397,452186,PaR SYSTEMS LLC,1,0,1,102,Memory Module:DDR4-16GB-32-SM,A689,102,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 30,10/30/2025,SO-20251398,452186,PaR SYSTEMS LLC,1,0,1,102,Memory Module:DDR4-16GB-32-SM,A689,102,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 30,10/30/2025,SO-20251399,452186,PaR SYSTEMS LLC,1,0,1,102,Memory Module:DDR4-16GB-32-SM,A689,102,WH01S-NTA
Total DDR4-16GB-32-SM,,,,,,,,,,132,0,132,11124,,,11124,
DDR4-16GB-WT32-SM,,,,,,,,,,,,,,,,,
,Sales Order,08/25/2025,10/15/2025,,Net 30,09/24/2025,SO-20251205,PO_5769,"ACR-Advanced Construction Robotics, Inc.",3,0,3,318,Memory Module:DDR4-16GB-WT32-SM,A702,318,WH01S-NTA
,Sales Order,08/25/2025,10/15/2025,,Net 30,09/24/2025,SO-20251205,PO_5769,"ACR-Advanced Construction Robotics, Inc.",3,0,3,318,Memory Module:DDR4-16GB-WT32-SM,A702,318,WH01S-NTA
,Sales Order,09/09/2025,10/31/2025,,Net 30,10/09/2025,SO-20251281,A000859800,"L3HARRIS TECHNOLOGIES, INC.",7,0,7,742,Memory Module:DDR4-16GB-WT32-SM,A777,742,WH01S-NTA
,Sales Order,09/11/2025,10/24/2025,,Net 30,10/11/2025,SO-20251294,7719,Evolution Motion Solutions,1,0,1,106,Memory Module:DDR4-16GB-WT32-SM,A702,106,WH01S-NTA
,Sales Order,09/12/2025,10/20/2025,,Net 30,10/12/2025,SO-20251304,7736,Evolution Motion Solutions,1,0,1,106,Memory Module:DDR4-16GB-WT32-SM,A702,106,WH01S-NTA
,Sales Order,09/16/2025,10/24/2025,,Net 30,10/16/2025,SO-20251314,46247,"Next Imaging, DBA 1stVision Inc.",2,0,2,212,Memory Module:DDR4-16GB-WT32-SM,A702,212,WH01S-NTA
,Sales Order,09/25/2025,12/31/2025,,Prepay,09/25/2025,SO-20251357,PO-00813,W5 Engineering,2,0,2,212,Memory Module:DDR4-16GB-WT32-SM,A800,212,WH01S-NTA
Total DDR4-16GB-WT32-SM,,,,,,,,,,19,0,19,2014,,,2014,
DDR4-32GB-32-SM,,,,,,,,,,,,,,,,,
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,4,0,4,616,Memory Module:DDR4-32GB-32-SM,A800,616,WH01S-NTA
,Sales Order,03/05/2025,06/24/2026,,Net 30,04/04/2025,SO-20250330,PO208679,Noah Medical U.S.,10,0,10,1540,Memory Module:DDR4-32GB-32-SM,A800,1540,WH01S-NTA
,Sales Order,03/05/2025,08/25/2026,,Net 30,04/04/2025,SO-20250331,PO208679,Noah Medical U.S.,10,0,10,1540,Memory Module:DDR4-32GB-32-SM,A800,1540,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250332,PO208679,Noah Medical U.S.,2,0,2,308,Memory Module:DDR4-32GB-32-SM,A800,308,WH01S-NTA
,Sales Order,03/05/2025,10/24/2025,,Net 30,04/04/2025,SO-20250326,PO208679,Noah Medical U.S.,10,0,10,1540,Memory Module:DDR4-32GB-32-SM,A800,1540,WH01S-NTA
,Sales Order,03/05/2025,12/26/2025,,Net 30,04/04/2025,SO-20250327,PO208679,Noah Medical U.S.,10,0,10,1540,Memory Module:DDR4-32GB-32-SM,A800,1540,WH01S-NTA
,Sales Order,03/05/2025,02/20/2026,,Net 30,04/04/2025,SO-20250328,PO208679,Noah Medical U.S.,10,0,10,1540,Memory Module:DDR4-32GB-32-SM,A800,1540,WH01S-NTA
,Sales Order,03/05/2025,04/24/2026,,Net 30,04/04/2025,SO-20250329,PO208679,Noah Medical U.S.,6,0,6,924,Memory Module:DDR4-32GB-32-SM,A800,924,WH01S-NTA
,Sales Order,08/28/2025,10/01/2025,,Prepay,08/28/2025,SO-20251231,J936-09,Vortex Systems,1,0,1,200,Memory Module:DDR4-32GB-32-SM,A777,200,WH01S-NTA
,Sales Order,09/10/2025,10/03/2025,,Prepay,09/10/2025,SO-20251286, QTD_PeakWiFi_250909,"Peak WiFi, LLC",1,0,1,200,Memory Module:DDR4-32GB-32-SM,A800,200,WH01S-NTA
,Sales Order,09/12/2025,10/30/2025,,Prepay,09/12/2025,SO-20251299,2581562,ABB Electrification Canada inc.,1,0,1,200,Memory Module:DDR4-32GB-32-SM,A702,200,WH01S-NTA
Total DDR4-32GB-32-SM,,,,,,,,,,65,0,65,10148,,,10148,
DDR4-32GB-ECC26WT-DL,,,,,,,,,,,,,,,,,
,Sales Order,08/14/2025,10/10/2025,,Net 30,09/13/2025,SO-20251162,454361,Navico Group Americas LLC,1,0,1,294,Memory Module:DDR4-32GB-ECC26WT-DL,A689,294,WH01S-NTA
