Order Date,QB Num,P. O. #,Name,Qty(+),Item,Inventory Site,Deliv Date
2025/10/01,POD-251395,SO-20251385,Neousys Technology Incorp.,8.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA,
2025/10/01,POD-251395,SO-20251385,Neousys Technology Incorp.,12.0,AC-IMX390-H190,WH01S-NTA,
2025/10/01,POD-251395,SO-20251385,Neousys Technology Incorp.,8.0,NRU-230V-AWP,WH01S-NTA,
2025/10/01,POD-251395,SO-20251385,Neousys Technology Incorp.,8.0,GC-Jetson-AGX64GB-Orin-Nvidia,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,1.0,Cbl-W20F-M12A10F-40CM-IK-COM,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,4.0,Cbl-W5M-M12A5M-40CM-PK-CANFD-TP,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,1.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,4.0,DtC-M12M-WP,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,1.0,DDR4-32GB-ECC26WT-DL,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,1.0,E-2278GE,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,1.0,mPCIe-COM-2RS232-X203,WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,1.0,SEMIL-1748GC-10G-L4-BSK(EA),WH01S-NTA,
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,1.0,DtC-M12-WP,WH01S-NTA,
2025/10/01,POD-251397,,Neousys Technology Incorp.,1.0,POC-751VTC,WH01S-NTA,
2025/10/01,POD-251402,A250303,PhyTools,1.0,mPCIe-CAN-IPEH-4047,WH01S-NTA,
