Order Date,Ship Date,QB Num,P. O. #,Name,Qty(+),Qty(-),Item,Inventory Site,Remark,Pre/Bare
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,0,1.0,Dust Cover-DP,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,0,2.0,Dust Cover-DP,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-DP,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-DP,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251399,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-DP,WH01S-NTA,,Out
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",0,2.0,Dust Cover-DP,WH01S-NTA,,Out
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",0,4.0,Dust Cover-DP,WH01S-NTA,,Out
2025/09/03,2025/10/20,SO-20251250,7000610874,Boston Scientific,0,1.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/09,2025/10/21,SO-20251283,7000612884,Boston Scientific,0,3.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/18,2025/10/15,SO-20251324,7000615510,Boston Scientific,0,1.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/18,2025/10/24,SO-20251325,7000615802,Boston Scientific,0,4.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,0,5.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251393,7000618386,Boston Scientific,0,1.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,0,1.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,0,2.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251399,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",0,2.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",0,4.0,Dust Cover-DVI,WH01S-NTA,,Out
2025/09/03,2025/10/20,SO-20251250,7000610874,Boston Scientific,0,6.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/09,2025/10/21,SO-20251283,7000612884,Boston Scientific,0,18.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/16,2025/10/31,SO-20251311,14666,The Alliance,0,30.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/18,2025/10/15,SO-20251324,7000615510,Boston Scientific,0,6.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/18,2025/10/24,SO-20251325,7000615802,Boston Scientific,0,24.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,0,30.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251393,7000618386,Boston Scientific,0,6.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,0,6.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,0,12.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,0,6.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,0,6.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251399,452186,PaR SYSTEMS LLC,0,6.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",0,12.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",0,24.0,Dust Cover-RJ45,WH01S-NTA,,Out
2025/09/03,2025/10/20,SO-20251250,7000610874,Boston Scientific,0,8.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/09,2025/10/21,SO-20251283,7000612884,Boston Scientific,0,24.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/16,2025/10/31,SO-20251311,14666,The Alliance,0,40.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/18,2025/10/15,SO-20251324,7000615510,Boston Scientific,0,8.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/18,2025/10/24,SO-20251325,7000615802,Boston Scientific,0,32.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,0,40.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251393,7000618386,Boston Scientific,0,8.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,0,8.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,0,16.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,0,8.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,0,8.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251399,452186,PaR SYSTEMS LLC,0,8.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",0,16.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",0,32.0,Dust Cover-USB-AF,WH01S-NTA,,Out
2025/09/03,2025/10/20,SO-20251250,7000610874,Boston Scientific,0,1.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/09,2025/10/21,SO-20251283,7000612884,Boston Scientific,0,3.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/18,2025/10/15,SO-20251324,7000615510,Boston Scientific,0,1.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/18,2025/10/24,SO-20251325,7000615802,Boston Scientific,0,4.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,0,5.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251393,7000618386,Boston Scientific,0,1.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,0,1.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,0,2.0,Dust Cover-USB-CF,WH01S-NTA,,Out
2025/09/03,2025/10/20,SO-20251250,7000610874,Boston Scientific,0,1.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/09,2025/10/21,SO-20251283,7000612884,Boston Scientific,0,3.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/18,2025/10/15,SO-20251324,7000615510,Boston Scientific,0,1.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/18,2025/10/24,SO-20251325,7000615802,Boston Scientific,0,4.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,0,5.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251393,7000618386,Boston Scientific,0,1.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,0,1.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,0,2.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251399,452186,PaR SYSTEMS LLC,0,1.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",0,2.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",0,4.0,Dust Cover-VGA-HDB15M,WH01S-NTA,,Out
2025/08/28,2025/10/21,SO-20251229,CYNGN-1275,CYNGN INC.,0,4.0,Gpubr-Nuvo9160-01,WH01S-NTA,,Out
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,0,5.0,Gpubr-Nuvo9160-01,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251384,5905,Palladyne AI,0,8.0,Gpubr-Nuvo9160-01,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251400,4017695,F.K. MACHINERY LTD.,0,1.0,Gpubr-Nuvo9160-01,WH01S-NTA,,Out
2025/09/05,2025/10/24,SO-20251261,0001513611,Université Laval,0,1.0,Gpubr-Nuvo9160-02,WH01S-NTA,,Out
2025/08/15,2025/10/23,SO-20251167,PO5382,"Dexterity, Inc.",0,1.0,mPCIe-M2E,WH01S-NTA,,Out
2025/08/19,2025/10/17,SO-20251175,612452,"Uber Technologies, Inc.",0,20.0,mPCIe-M2E,WH01S-NTA,,Out
2025/08/19,2025/10/24,SO-20251176,612452,"Uber Technologies, Inc.",0,20.0,mPCIe-M2E,WH01S-NTA,,Out
2025/08/19,2025/10/24,SO-20251177,612452,"Uber Technologies, Inc.",0,20.0,mPCIe-M2E,WH01S-NTA,,Out
2025/08/19,2025/11/14,SO-20251179,612452,"Uber Technologies, Inc.",0,20.0,mPCIe-M2E,WH01S-NTA,,Out
2025/08/19,2025/11/14,SO-20251178,612452,"Uber Technologies, Inc.",0,25.0,mPCIe-M2E,WH01S-NTA,,Out
2025/08/28,2025/10/21,SO-20251229,CYNGN-1275,CYNGN INC.,0,4.0,mPCIe-M2E,WH01S-NTA,,Out
2025/09/26,2025/11/04,SO-20251369,165320,"Northbay Networks, Inc.",0,4.0,mPCIe-M2E,WH01S-NTA,,Out
2025/10/06,2025/10/28,SO-20251432,QTD_Boson_250923,Boson Motors,0,2.0,mPCIe-M2E,WH01S-NTA,,Out
2025/10/10,2025/12/31,SO-20251455,AI-002491,"Applied Intuition, Inc.",0,5.0,SSD-Tray,WH01S-NTA,,Out
2025/07/23,2026/01/08,SO-20251044,4500139970,Cognex Corporation,0,5.0,TB-10,WH01S-NTA,,Out
2025/10/01,2025/11/07,SO-20251405,PO01892,Jet Stream Systems Inc.,0,1.0,TB-10,WH01S-NTA,,Out
2025/06/06,2025/10/31,SO-20250800,AI-001279,"Applied Intuition, Inc.",0,2.0,TY-NVMe-Nuvo10208GC,WH01S-NTA,,Out
2025/07/15,2025/10/31,SO-20250995,"AI-001620, AI-001621","Applied Intuition, Inc.",0,4.0,TY-NVMe-Nuvo10208GC,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251446,NE011,AeroVect Technologies Inc.,0,2.0,TY-NVMe-Nuvo10208GC,WH01S-NTA,,Out
2025/08/15,2025/10/23,SO-20251167,PO5382,"Dexterity, Inc.",0,1.0,7443P-1,WH01S-NTA,,Out
2025/09/22,2025/10/28,SO-20251341,PO51658,"Graftek Imaging, Inc.",0,1.0,Core Ultra 9 285,WH01S-NTA,,Out
2025/09/23,2025/12/19,SO-20251345,9080126568,"Keysight Technologies, Inc.",0,1.0,Core Ultra 9 285,WH01S-NTA,,Out
2025/03/05,2025/10/24,SO-20250326,PO208679,Noah Medical U.S.,0,5.0,E-2278GE,WH01S-NTA,,Out
2025/03/05,2025/12/26,SO-20250327,PO208679,Noah Medical U.S.,0,5.0,E-2278GE,WH01S-NTA,,Out
2025/03/05,2026/02/20,SO-20250328,PO208679,Noah Medical U.S.,0,5.0,E-2278GE,WH01S-NTA,,Out
2025/03/05,2026/04/24,SO-20250329,PO208679,Noah Medical U.S.,0,3.0,E-2278GE,WH01S-NTA,,Out
2025/03/05,2026/04/24,SO-20250329,PO208679,Noah Medical U.S.,0,2.0,E-2278GE,WH01S-NTA,,Out
2025/03/05,2026/06/24,SO-20250330,PO208679,Noah Medical U.S.,0,5.0,E-2278GE,WH01S-NTA,,Out
2025/03/05,2026/08/25,SO-20250331,PO208679,Noah Medical U.S.,0,5.0,E-2278GE,WH01S-NTA,,Out
2025/03/05,2025/12/26,SO-20250332,PO208679,Noah Medical U.S.,0,1.0,E-2278GE,WH01S-NTA,,Out
2025/09/30,2025/12/31,SO-20251390,455802,Navico Group Americas LLC,0,1.0,E-2278GE,WH01S-NTA,,Out
2025/10/02,2025/11/07,SO-20251412,720-762285-702,Anixter Canada Inc.,0,2.0,E-2278GE,WH01S-NTA,,Out
2025/10/03,2025/12/31,SO-20251421,PO209761,Noah Medical U.S.,0,2.0,E-2278GE,WH01S-NTA,,Out
2025/10/03,2025/12/31,SO-20251422,PO209761,Noah Medical U.S.,0,4.0,E-2278GE,WH01S-NTA,,Out
2025/10/03,2025/12/31,SO-20251423,PO209761,Noah Medical U.S.,0,4.0,E-2278GE,WH01S-NTA,,Out
2025/04/24,2025/07/23,SO-20250600,41477111,Inficon Inc.,0,21.0,i3-12100TE,WH01S-NTA,,Out
2025/04/24,2025/07/23,SO-20250601,41477111,Inficon Inc.,0,23.0,i3-12100TE,WH01S-NTA,,Out
2025/05/19,2025/08/13,SO-20250701,41479953,Inficon Inc.,0,30.0,i3-12100TE,WH01S-NTA,,Out
2025/05/23,2025/08/13,SO-20250726,41481439,Inficon Inc.,0,30.0,i3-12100TE,WH01S-NTA,,Out
2025/05/23,2025/08/13,SO-20250728,41481440,Inficon Inc.,0,30.0,i3-12100TE,WH01S-NTA,,Out
2025/09/04,2025/10/28,SO-20251253,PO4056,"Seafloor Systems, Inc.",0,8.0,i5-14500,WH01S-NTA,,Out
2025/09/03,2025/10/08,SO-20251251,0032539,RIDGELINE ENGINEERING CO.,0,3.0,i5-8500T,WH01S-NTA,,Out
2025/09/11,2025/10/14,SO-20251295,0032592,RIDGELINE ENGINEERING CO.,0,1.0,i5-8500T,WH01S-NTA,,Out
2025/09/09,2025/10/31,SO-20251281,A000859800,"L3HARRIS TECHNOLOGIES, INC.",0,7.0,i5-9500TE,WH01S-NTA,,Out
2025/09/11,2025/10/31,SO-20251296,00505701,LASERAX INC,0,6.0,i7-12700,WH01S-NTA,,Out
2025/09/12,2025/10/24,SO-20251306,PO-036318,ADVANCED TECH & RESEARCH,0,3.0,i7-12700,WH01S-NTA,,Out
2025/09/24,2025/11/05,SO-20251354,00505842(1),LASERAX INC,0,1.0,i7-12700,WH01S-NTA,,Out
2025/09/25,2025/11/25,SO-20251359,00505857,LASERAX INC,0,2.0,i7-12700,WH01S-NTA,,Out
2025/10/01,2025/11/07,SO-20251405,PO01892,Jet Stream Systems Inc.,0,1.0,i7-13700,WH01S-NTA,,Out
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,0,5.0,i7-13700TE,WH01S-NTA,,Out
2025/08/28,2025/10/21,SO-20251229,CYNGN-1275,CYNGN INC.,0,4.0,i7-14700,WH01S-NTA,,Out
2025/09/04,2025/11/14,SO-20251259,405,Candela Technologies Inc.,0,1.0,i7-14700,WH01S-NTA,,Out
2025/09/29,2025/12/31,SO-20251376,722,Aerflite Canada Inc.,0,1.0,i7-14700,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251448,09102025-1,"PitPro Automation, Inc.",0,4.0,i7-14700,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251447,09102025-1,"PitPro Automation, Inc.",0,2.0,i7-14700,WH01S-NTA,,Out
2025/10/13,2025/12/31,SO-20251459,1792-58-1,"LM3 Technologies, Inc.",0,1.0,i7-14700,WH01S-NTA,,Out
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",0,2.0,i7-8700,WH01S-NTA,,Out
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",0,4.0,i7-8700,WH01S-NTA,,Out
2025/08/27,2025/10/21,SO-20251227,6100075127,The Timken Company,0,1.0,i7-9700,WH01S-NTA,,Out
2025/09/12,2025/10/30,SO-20251299,2581562,ABB Electrification Canada inc.,0,1.0,i7-9700,WH01S-NTA,,Out
2025/09/05,2025/10/24,SO-20251260,58059,"INFLEXION POINT, LLC",0,20.0,i7-9700E,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,0,1.0,i7-9700E,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,0,1.0,i7-9700E,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251399,452186,PaR SYSTEMS LLC,0,1.0,i7-9700E,WH01S-NTA,,Out
2025/05/02,2025/10/03,SO-20250638,PO064732,"FireFly Automatix, Inc.",0,10.0,i7-9700TE,WH01S-NTA,,Out
2025/05/02,2025/11/13,SO-20250639,PO064732,"FireFly Automatix, Inc.",0,10.0,i7-9700TE,WH01S-NTA,,Out
2025/05/02,2025/12/12,SO-20250640,PO064732,"FireFly Automatix, Inc.",0,10.0,i7-9700TE,WH01S-NTA,,Out
2025/05/02,2026/01/13,SO-20250641,PO064732,"FireFly Automatix, Inc.",0,10.0,i7-9700TE,WH01S-NTA,,Out
2025/05/02,2026/02/13,SO-20250642,PO064732,"FireFly Automatix, Inc.",0,10.0,i7-9700TE,WH01S-NTA,,Out
2025/09/30,2025/12/31,SO-20251392,QTD_Greenzie_250924,Greenzie,0,5.0,i7-9700TE,WH01S-NTA,,Out
2025/10/10,2025/12/31,SO-20251450,NS100925PC,"Coleman Technologies, Inc. DBA Sciotex",0,10.0,i7-9700TE,WH01S-NTA,,Out
2025/09/26,2025/11/19,SO-20251365,L054,ASRC Federal,0,2.0,i9-12900,WH01S-NTA,,Out
2025/06/06,2025/10/31,SO-20250800,AI-001279,"Applied Intuition, Inc.",0,2.0,i9-13900,WH01S-NTA,,Out
2025/07/15,2025/10/31,SO-20250995,"AI-001620, AI-001621","Applied Intuition, Inc.",0,4.0,i9-13900,WH01S-NTA,,Out
2025/09/03,2025/10/20,SO-20251250,7000610874,Boston Scientific,0,1.0,i9-13900,WH01S-NTA,,Out
2025/09/09,2025/10/21,SO-20251283,7000612884,Boston Scientific,0,3.0,i9-13900,WH01S-NTA,,Out
2025/09/18,2025/10/15,SO-20251324,7000615510,Boston Scientific,0,1.0,i9-13900,WH01S-NTA,,Out
2025/09/18,2025/10/24,SO-20251325,7000615802,Boston Scientific,0,4.0,i9-13900,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251393,7000618386,Boston Scientific,0,1.0,i9-13900,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,0,1.0,i9-13900,WH01S-NTA,,Out
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,0,2.0,i9-13900,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251400,4017695,F.K. MACHINERY LTD.,0,1.0,i9-13900,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251446,NE011,AeroVect Technologies Inc.,0,2.0,i9-13900,WH01S-NTA,,Out
2025/09/03,2025/10/31,SO-20251248,PO-0138392,Carnegie Robotics LLC,0,3.0,i9-13900E,WH01S-NTA,,Out
2025/10/10,2025/12/31,SO-20251451,55375,True North Enterprises,0,37.0,i9-13900E,WH01S-NTA,,Out
2025/08/13,2025/10/22,SO-20251153,QTD_AIM_2507172,AIM Intelligent Machines,0,7.0,i9-14900,WH01S-NTA,,Out
2025/08/19,2025/11/07,SO-20251174,7291,Near Earth Autonomy,0,2.0,i9-14900,WH01S-NTA,,Out
2025/08/28,2025/10/21,SO-20251236, QTD_USACE_2507093,"US Army Corps of Engineers, ERDC-IEI",0,2.0,i9-14900,WH01S-NTA,,Out
2025/09/05,2025/10/24,SO-20251261,0001513611,Université Laval,0,1.0,i9-14900,WH01S-NTA,,Out
2025/09/11,2025/10/24,SO-20251294,00007719,Evolution Motion Solutions,0,1.0,i9-14900,WH01S-NTA,,Out
2025/09/12,2025/10/20,SO-20251304,00007736,Evolution Motion Solutions,0,1.0,i9-14900,WH01S-NTA,,Out
2025/09/23,2025/12/31,SO-20251348,1034004597,FEV North America Inc.,0,1.0,i9-14900,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251384,5905,Palladyne AI,0,8.0,i9-14900,WH01S-NTA,,Out
2025/10/03,2025/10/17,SO-20251419,982487,"Uponor, Inc.",0,1.0,i9-14900,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251444,1829,"Alta Vision Systems, LLC",0,2.0,i9-14900,WH01S-NTA,,Out
2025/08/19,2025/10/17,SO-20251175,612452,"Uber Technologies, Inc.",0,20.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/08/19,2025/10/24,SO-20251176,612452,"Uber Technologies, Inc.",0,20.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/08/19,2025/10/24,SO-20251177,612452,"Uber Technologies, Inc.",0,20.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/08/19,2025/11/14,SO-20251179,612452,"Uber Technologies, Inc.",0,20.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/08/19,2025/11/14,SO-20251178,612452,"Uber Technologies, Inc.",0,25.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/09/26,2025/11/04,SO-20251369,165320,"Northbay Networks, Inc.",0,4.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/09/30,2025/12/31,SO-20251392,QTD_Greenzie_250924,Greenzie,0,5.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/10/10,2025/10/28,SO-20251453,QTD_Metal Minds_2510072,Metal Minds,0,1.0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,,Out
2025/09/22,2025/11/04,SO-20251343,QTD_CERL_2509173,CERL-Construction Engineering Research La,0,1.0,E-mPCIe-BTWifi-WT-6218_Mod_15CM,WH01S-NTA,,Out
2025/08/19,2025/11/07,SO-20251174,7291,Near Earth Autonomy,0,2.0,E-mPCIe-BTWifi-WT-6218_Mod_40CM,WH01S-NTA,,Out
2025/09/23,2025/12/31,SO-20251348,1034004597,FEV North America Inc.,0,1.0,E-mPCIe-BTWifi-WT-6218_Mod_40CM,WH01S-NTA,,Out
2025/09/23,2025/12/31,SO-20251348,1034004597,FEV North America Inc.,0,1.0,E-mPCIe-GPS-M800_Mod_40CM,WH01S-NTA,,Out
2025/03/05,2025/10/24,SO-20250326,PO208679,Noah Medical U.S.,0,5.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/03/05,2025/12/26,SO-20250327,PO208679,Noah Medical U.S.,0,5.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/03/05,2026/02/20,SO-20250328,PO208679,Noah Medical U.S.,0,5.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/03/05,2026/04/24,SO-20250329,PO208679,Noah Medical U.S.,0,3.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/03/05,2026/04/24,SO-20250329,PO208679,Noah Medical U.S.,0,2.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/03/05,2026/06/24,SO-20250330,PO208679,Noah Medical U.S.,0,5.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/03/05,2026/08/25,SO-20250331,PO208679,Noah Medical U.S.,0,5.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/03/05,2025/12/26,SO-20250332,PO208679,Noah Medical U.S.,0,1.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/09/04,2025/10/28,SO-20251253,PO4056,"Seafloor Systems, Inc.",0,8.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/09/12,2025/10/24,SO-20251306,PO-036318,ADVANCED TECH & RESEARCH,0,3.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/09/22,2025/10/28,SO-20251341,PO51658,"Graftek Imaging, Inc.",0,1.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/09/26,2025/11/21,SO-20251366,PO070225,"FireFly Automatix, Inc.",0,6.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251391,QTD_IES_2508263,Intelligent Energy Systems,0,2.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251400,4017695,F.K. MACHINERY LTD.,0,1.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/01,2025/10/29,SO-20251406,QTD_UIUC-250908,University of Illinois,0,1.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/03,2025/12/31,SO-20251421,PO209761,Noah Medical U.S.,0,2.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/03,2025/12/31,SO-20251422,PO209761,Noah Medical U.S.,0,4.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/03,2025/12/31,SO-20251423,PO209761,Noah Medical U.S.,0,4.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251444,1829,"Alta Vision Systems, LLC",0,2.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251448,09102025-1,"PitPro Automation, Inc.",0,4.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/09,2025/12/31,SO-20251447,09102025-1,"PitPro Automation, Inc.",0,2.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/10/13,2025/12/31,SO-20251459,1792-58-1,"LM3 Technologies, Inc.",0,1.0,Extnd-mPCIeHS,WH01S-NTA,,Out
2025/09/30,2025/10/31,SO-20251391,QTD_IES_2508263,Intelligent Energy Systems,0,2.0,GPSkit-mPCIe_GPS-M800,WH01S-NTA,,Out
2025/10/01,2025/11/07,SO-20251405,PO01892,Jet Stream Systems Inc.,0,1.0,GPSkit-mPCIe_GPS-M800,WH01S-NTA,,Out
2025/09/30,2025/12/31,SO-20251392,QTD_Greenzie_250924,Greenzie,0,5.0,M.2-CAN-B2S1,WH01S-NTA,,Out
2025/08/19,2025/10/17,SO-20251175,612452,"Uber Technologies, Inc.",0,20.0,M.2-LTE-7455,WH01S-NTA,,Out
2025/08/19,2025/10/24,SO-20251176,612452,"Uber Technologies, Inc.",0,20.0,M.2-LTE-7455,WH01S-NTA,,Out
